2144.39,1915.18
763.61,1205.59
4037.19,1295.22
2317.67,1141.69
1874.32,1903.23
1003.25,2463.28
1722.37,3189.54
2890.04,2838.48
2216.16,1582.32
2490.37,1873.16
694.22,3621.98
1715.73,2688.85
775.33,759.11
3392.87,2829.32
426.81,804.97
2398.62,2332.71
98.44,881.52
3013.56,2826.21
2026.11,3748.51
65.74,1200.91
202.06,624.59
1414,3131.68
3067.42,1508.05
2579.26,519.23
1974.84,2347.59
29.11,2113.69
996.89,1591.25
1719.95,1802.82
2827.52,2418.09
3844.93,819.71
4017.18,229.51
1060.04,578.87
4081.59,2609.36
3643.62,2783.09
1254.03,35.74
1346.87,2885.63
2520.96,3635.6
2651.5,2948.83
3815.03,1539.3
3226.21,1338.77
3146.65,1966.75
2793.92,2094.03
1525.65,3477.17
1613.69,1387.66
1762.45,945.61
3987.79,1795.61
1686.28,1377.17
3101.62,3921.92
3437.77,3400.17
2307.72,1556.26
2893.11,906.83
2362.71,3971.62
2474.89,2921.88
1393.58,3322.99
2597.21,2287.29
1616.44,974.13
2033.6,2897.46
3164.51,1700.31
1010.69,2016.16
3216.34,956.24
434.42,674.27
758.98,110.74
750.82,4029.66
3289.77,2146.38
547.65,324.87
2010.99,1142.24
1072.38,161.93
3425.99,3191.21
1961.11,3897.19
3812.83,972.95
960,4001.78
3.3,3752.66
824.4,102.74
3166.22,1774.3
3770.04,2191.93
806.77,2113.92
252.6,2874.08
3587.99,4083.18
3864.04,1880.34
1602.49,1744.77
1940.15,3971.5
1320.6,849.26
3396.53,1024.52
2549.65,1504.39
2693,3800.42
636.67,1371.16
2922.75,1007.23
2653.36,3945.83
2127.46,3187.92
1990.06,2567.63
2535.01,1027.33
1367.03,1785.68
2631.77,3630.79
2742.99,1362.41
2885.38,4022.05
3987.75,1938.28
127.05,3708.65
3080.32,317.61
3157.31,2055.15
629.63,1312.1
3389.76,3792.04
1520.59,182.45
1586.62,2205.82
2966.8,1502.75
589.1,1699.78
1333.16,4033.82
1046.9,2829.64
2600.29,68.93
959.21,3112.41
2540.31,1128.18
3915.7,3252.9
916.54,2368.37
1775.97,4048.49
1924.04,1906.4
2905.37,2621.44
372.54,1559.18
3082.21,242.4
331.21,1915.33
3857.02,2437.59
820.43,2530.24
3082.08,420.95
3490.31,2015.99
3366.42,2939.49
428.32,872.1
494.97,2024.66
2813.69,490.52
2692.53,3211.35
196.16,6.09
1602.74,2923.87
1650.28,3605.09
2140.33,15.59
2994.98,347.42
3390.84,1829.76
1056.74,2454.88
2899.92,2943.28
953.13,559.84
2242.84,3335.28
230.38,2518.13
1459.23,2037.21
3756.64,767.61
94.95,1250.42
2183.71,1615.65
3057.62,3483.19
1383.55,1612.18
353.85,2511.61
425.15,188.69
3884.42,3765.29
3409.98,1447.13
3296.01,3246.67
347.4,3645.39
4077.55,3116.27
2991.46,489.87
3342.84,1022.36
744.96,1533.23
2892.13,1754.55
1449.93,1186.94
3498.75,836.53
2975.7,3260.77
3153.7,2918.5
1181.01,2893.74
3269.96,1069.26
576.47,1391.29
2244.73,3435.06
601.7,1617.94
2639.76,3643.84
21.49,1306.61
3505.97,1602.45
4040.25,1306.44
2505.8,2899.25
491.51,2185.4
1362.12,3331.5
322.31,63.65
719.46,2328.82
2509,1583.53
2513.52,213.28
4078.49,71.93
1025.8,2572.88
2978.79,1817.26
1201.04,3148.29
3421.48,451.34
3846.59,3923.66
3333.24,2157.18
505.92,987.02
4088.64,3027.89
2508.14,2443.55
3793.21,3168.63
2676.78,3946.98
4041.37,3803.61
3051.01,146.74
3690.68,1828.31
3067.74,2593.47
2526.45,2163.14
993.56,3357.66
2128.57,2467.59
2730.6,3504.67
2308.31,1939.3
3958.17,3789.14
988.35,1818.81
3796.04,351.18
307.29,1314.85
3239.77,217.91
1276.41,3532.3
4019.91,2318.54
2291.08,3379.6
1664.13,1278.46
499.94,2971.56
2499.6,63.04
2445.42,1823.82
2599.7,1193.33
797.63,3337.64
339.86,1562.08
3068.98,2649.33
3610.74,4011.39
110.76,1243.12
3012.3,1717.54
586.84,2011.14
630.84,275.75
179.1,1040.58
2110.66,403.43
1724.99,1527.53
1583.53,2854.16
208.27,3911.77
3347.07,1988.76
3796.54,3699.07
22.56,1425.63
2896.57,1356.43
3495.39,2291.05
4053.31,2217.6
1040,370.6
525.72,3907.99
361.81,2510.03
3001.31,7.54
2752.25,2005.4
2600.49,2062.63
988.42,874.74
3129.01,3666.75
2118.67,2800.08
3714.18,2080.58
3458.68,2258.4
590.63,984.8
490.35,2077.52
1503.36,2469.32
1440.37,2601.62
1861.48,794.15
2667.23,3029.01
631.59,3061.97
3428.34,1977.88
3333.01,2948.51
1410,3676.13
4018.99,3827.13
2127.95,222.99
4037.45,1187.81
2010.3,3659.8
621.77,2321.34
2546.92,1203.25
3220.42,3292.37
2726.76,46.87
3434.24,3832.84
4013.69,224.32
3237.52,1410.47
3752.98,3618.19
452,1660.3
2128.86,1973.19
3669.77,587.01
2615.29,2838.25
1373.58,1698.99
1584.96,2244.27
3089.81,1138.55
1736.64,1157.47
1506.83,563.49
4065.35,406.08
2539.99,238.3
3210.4,2074.68
743.79,1307.96
2876.4,259.23
1800.16,3571.86
2445.15,2884.88
2793.89,3094.43
3546.64,2927.11
3842.15,204
303.61,2344.97
3822.37,3166.26
3971.81,1943.98
1424.59,1939.53
2010.9,2911.57
1845.9,2666.61
2533.09,2940.28
3511.93,4072.61
3460.29,2726.99
2946.81,3113.11
1312.94,1214.02
104.57,2189.65
819.65,948.35
2608.12,2727.48
137.53,54.51
809.7,57.44
1766.03,2676.55
427.63,897.08
1443.34,2864.44
1615.28,3668.48
704.83,2491.7
3220.96,1444.2
3340.49,436.13
304.59,2338.44
3731.76,3730.72
2593.51,2722.71
3198.92,2560.85
2982.17,3945.21
1670.82,3580.58
2702.41,433.75
1495.13,1086.04
2994.44,323.85
669.91,3241.38
1971.16,479.61
3677.29,3978.62
841.87,2624.9
1024.77,166.36
4070.31,703.87
3560.1,3789.1
352.69,1063.81
2722.45,540.79
3589.98,1648.91
3346.82,1259.01
1079.71,1935.82
1006.44,3884.29
2626.58,1719.61
1294.99,2363.85
2739.75,1733.5
3251.05,1868.69
1123.45,2645.51
702.01,2852.97
3192.04,338.16
636.98,197.66
297.04,341.11
2366.78,4013.02
941.91,1082.39
3632.74,849.62
807.53,4019.74
294.49,3950.97
548.92,1998.72
4019.81,2881.26
36.39,3459.13
2942.99,1852.03
1629.84,955.78
3897.32,2450.46
687.69,2171.89
324.66,3446.35
902.66,2214.69
3573.31,723.24
2657.4,3984.01
1139.56,580.15
3686.14,2433.37
3521.65,3555.48
3724.03,3811.39
452.35,380.97
1952.99,1820.25
3605.81,167.27
2822.36,3619.72
1405.13,1867.77
3015.73,2744.22
4022.85,3699.74
3863.06,439.33
2227.92,1789.69
341.48,3881.41
3368.18,38.96
900.92,744.57
2075.11,502.76
3073.61,3146.7
2688.32,2327.89
3383.2,1077.19
181.61,1274
2444.26,797.71
2322.58,2193.33
1850.9,988.17
2540.05,3514.42
3096.6,956.39
2177.24,3453.32
2967.6,181.24
3567.09,2241.21
947.29,135.31
2339.8,2739.8
1156.25,393.68
1399.99,3267.21
1551.52,2135.44
543.82,1147.3
1438.15,775.86
3217.66,2519.56
719.94,53.06
504.49,3951.89
3079.8,3138.04
505.94,2036.5
627.93,1925.19
3047.18,2200.4
3854.54,2046.56
340.28,3821.01
2009.86,3104.2
1099.29,3811.96
479.16,3053.3
3541.02,3095.21
1237.8,2899.53
2354.83,2309.11
3907.5,681.93
1597.3,213.81
3306.98,1780.61
1025.55,1899.78
766.71,548.13
1303.63,2443.1
2944.52,4039.52
1787.18,2039.41
1919.87,3043.76
2604.36,1177.09
1025.05,769.69
237.94,84.46
3379.28,2938.71
1029.11,3169.34
3589.98,918.94
533.98,3758.6
3155.5,823.74
1048.24,1702.09
1048.86,1010.52
1428.66,3105.03
1630.49,1700.89
2982.22,3447.92
3771.85,4072.46
399.86,2736.14
3907.36,1742.67
2070.97,1187.65
3013.54,188.04
3092.53,2515.88
4094.42,492.97
4026.9,75.58
3942.24,810.77
1986.59,2550.2
2729.51,2056.23
1640.9,2246.15
1190.13,3760.45
723.28,1867.87
2650.55,2427.16
2904.72,3633.26
3802.8,2731.85
2953.95,2555.66
46.86,3907.68
987.26,2198.71
2573.84,1126.28
1996.85,1780.86
3182.82,2198.43
1913.86,2060.77
3103.32,3187.5
3604.8,2992.99
3301.03,703.5
1128.14,2290.88
1643.26,2749.79
3845.84,1600.08
2675.35,2229.22
2311.68,1903
3307.87,1669.15
3316.37,4089.35
1726.52,1967.79
1974.95,314.4
3918.86,3589.35
3666.84,3959.95
1055.5,4003.59
2992.79,1917.77
2179.13,1653.36
1216.64,1064.68
2907.75,111.06
2934.94,2292.2
1449.71,1739.27
2674.26,863.16
520.38,2975.82
574.45,1339.5
1362.09,1994.05
659.39,36.29
365.59,3378.31
3085.13,3399.66
123.32,291.85
2461.23,2133.58
2158.2,1501.63
1399.1,444.93
1282.33,980.02
84.86,1233.62
3919.23,3029.66
105.22,157.69
381.46,1709.09
2799.3,283.25
455.59,2443.67
3737.96,573.22
1504.93,3287.79
2104.6,1635.07
2034.6,3357.86
2738.63,3539.3
762.96,470.15
1360.48,2962.39
2135.57,3460.61
392.8,620.5
1715.34,554.95
3763.86,2927.93
3238.92,2953.99
2938.32,609.74
434.74,3246.72
1603.17,658.83
2678.31,2465.82
761.61,1820.06
1447.28,5.32
2974.67,1597.77
1266.91,1623.52
3913.7,1360.96
2753.96,1329.89
1545.45,2293.98
3729.85,1924.77
777.6,2310.66
1809.32,2320.01
2066.88,1844.18
259.54,1905.54
4051.09,3961.86
3903.88,76.11
3102.12,1514.04
2288.45,3102.39
3934.72,2143.47
2435.02,560.69
2768.9,3413.38
2188.61,3680.93
278.54,2499.13
2809.89,981.51
3619.85,863.32
3183.62,2746.82
3548.75,2117.59
316.54,3982.08
2729.28,217.39
10.74,631.38
2176.24,1853.03
